"","jugador","jug","eq","broker","media_sm","media","ef","rent","reg","jornada","val","j1","j2","j3","j4","j5","j6","j7"
"735","Roko Prkacin","R. Prkacin","GIR",108750,-0.7,-0.7,0,-0.3,-1.4,"j3",0,-1,-1,NA,NA,NA,NA,NA
"736","Albert Ventura","A. Ventura","JOV",51292,-1,-1,0,-1,-1,"j3",-2,0,NA,NA,NA,NA,NA,NA
"737","Dani Díez","D. Díez","BKN",129032,-1,-1,0,-0.4,-1.2,"j3",-2,0,-1,NA,NA,NA,NA,NA
"738","Jonathan Barreiro","J. Barreiro","UNI",116643,-1,-1,0,-0.4,-0.6,"j3",-3,1,-1,NA,NA,NA,NA,NA
"739","Pablo Almazán","P. Almazán","BET",71658,-2,-2,0,-1.4,0,"j3",NA,NA,-2,NA,NA,NA,NA,NA
"740","Sadiel Rojas","S. Rojas","UCM",353899,-2,-2,0,-0.3,0,"j3",-2,NA,NA,NA,NA,NA,NA,NA
"741","Sergi Martínez","S. Martínez","BAR",90313,-2,-2,0,-1.1,-2,"j3",NA,-1,-3,NA,NA,NA,NA,NA
"742","Eli Ndiaye","E. Ndiaye","RMB",93402,-2,-2,0,-1.1,0,"j3",NA,NA,-2,NA,NA,NA,NA,NA
"743","Adam Waczynski","A. Waczynski","BAX",420142,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"744","Pierria Henry","P. Henry","BKN",570000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"745","Marc García","M. García","FUE",347507,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"746","Mike Tobey","M. Tobey","BAR",420000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"747","Jordan Caroline","J. Caroline","BAX",350000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"748","Matthias Tass","M. Tass","BAX",350000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"749","Aday Mara","A. Mara","CAZ",289134,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"750","Pierre Oriola","P. Oriola","GIR",6613,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"751","Vitor Benite","V. Benite","GCA",195000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"752","Jaume Sorolla","J. Sorolla","GIR",168619,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"753","Alberto Abalde","A. Abalde","RMB",146193,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"754","Chris Wright","C. Wright","CAZ",357000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"755","Guillem Jou","G. Jou","BAX",244375,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"756","Nigel Williams-Goss","N. Williams-Goss","RMB",202300,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"757","Javi García","J. García","CAZ",75039,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"758","Agustín Ubal","A. Ubal","SBB",88741,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"759","Rafael Villar","R. Villar","BAR",76766,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"760","Ramon Vilà","R. Vilà","COV",99181,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"761","Lucas Marí","L. Marí","VBC",85000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"762","Jonathan Kasibabu","J. Kasibabu","BRE",126456,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"763","Carlos Alocén","C. Alocén","RMB",160000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"764","Jarrod Jones","J. Jones","JOV",317810,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"765","Erik Quintela","E. Quintela","BRE",137275,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"766","Oliver Stevic","O. Stevic","GCA",170000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"767","Babatunde Olumuyiwa","B. Olumuyiwa","BAX",312800,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"768","Adam Hanga","A. Hanga","RMB",245650,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"769","Sergio Rodríguez F.","S. Rodríguez F.","LNT",140000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"770","Rudy Fernández","R. Fernández","RMB",3e+05,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"771","Martin Hermannsson","M. Hermannsson","VBC",260000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"772","Jordi Rodríguez","J. Rodríguez","JOV",85000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"773","Yannick Nzosa","Y. Nzosa","BET",144500,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"774","Dan Duscak","D. Duscak","GCA",106250,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"775","Millán Jiménez","M. Jiménez","VBC",120000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"776","Mario Saint-Supery","M. Saint-Supery","UNI",102000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"777","Dejan Todorovic","D. Todorovic","COV",297500,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"778","Miguel Allen","M. Allen","JOV",1e+05,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"779","Osas Ehigiator","O. Ehigiator","FUE",175000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"780","Anthony Randolph","A. Randolph","RMB",180000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"781","Lucas Langarita","L. Langarita","CAZ",90000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"782","Nikola Mirotic","N. Mirotic","BAR",750000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"783","Tomeu Rigo","T. Rigo","SBB",125000,0,0,0,0,0,"j3",NA,NA,NA,NA,NA,NA,NA,NA
"784","Niels Giffey","N. Giffey","UCM",252500,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"785","Ladji Coulibaly","L. Coulibaly","BAX",85000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"786","Kassius Robertson","K. Robertson","MOB",595000,0,0,0,0,0,"j3",0,0,0,NA,NA,NA,NA,NA
"787","Jasiel Rivero","J. Rivero","VBC",905111,28.9,28.9,0,1.6,5.5,"j4",32,22.8,36,25,NA,NA,NA,NA
"788","Shannon Evans","S. Evans","BET",847500,22.9,22.9,0,1.4,1.9,"j4",28,8,16,39.6,NA,NA,NA,NA
"789","Guerschon Yabusele","G. Yabusele","RMB",960000,22.8,22.8,0,1.2,7.8,"j4",27.6,20.4,20.4,22.8,NA,NA,NA,NA
"790","Marc Gasol","M. Gasol","GIR",1123333,20.8,20.8,0,0.9,2.5,"j4",13,34,15,21,NA,NA,NA,NA
"791","Giorgi Shermadini","G. Shermadini","LNT",967143,20.4,20.4,0,1.1,1.7,"j4",32.4,NA,NA,8.4,NA,NA,NA,NA
"792","Dzanan Musa","D. Musa","RMB",880000,20.4,20.4,0,1.2,2.4,"j4",28.8,9.6,28.8,14.4,NA,NA,NA,NA
"793","Jerrick Harding","J. Harding","BAX",834444,20.4,20.4,0,1.2,2,"j4",8,14,33.6,26,NA,NA,NA,NA
"794","Damien Inglis","D. Inglis","GCA",817778,20.3,20.3,0,1.2,1.8,"j4",38.4,15.6,8,19.2,NA,NA,NA,NA
"795","Dragan Bender","D. Bender","MOB",1017778,20.2,20.2,0,1,3.9,"j4",15,18,19,28.8,NA,NA,NA,NA
"796","Rokas Jokubaitis","R. Jokubaitis","BAR",665556,19.9,19.9,0,1.5,5.8,"j4",25.2,16,20.4,18,NA,NA,NA,NA
"797","Matt Costello","M. Costello","BKN",960000,19.7,19.7,0,1,2.7,"j4",30,22.8,15,11,NA,NA,NA,NA
"798","Cristiano Felicio","C. Felicio","COV",801111,19.6,19.6,0,1.2,1.9,"j4",32.4,16.8,5,24,NA,NA,NA,NA
"799","Ludde Hakanson","L. Hakanson","SBB",807500,19.4,19.4,0,1.2,5.7,"j4",19,14.4,20.4,24,NA,NA,NA,NA
"800","Ante Tomic","A. Tomic","JOV",1147778,19.3,19.3,0,0.8,5.6,"j4",16,21,16,24,NA,NA,NA,NA
"801","Thomas Scrubb","T. Scrubb","MOB",911111,19.1,19.1,0,1,5.3,"j4",19,15.6,25,16.8,NA,NA,NA,NA
"802","Luke Maye","L. Maye","COV",657500,18,18,0,1.4,3,"j4",24,12,24,12,NA,NA,NA,NA
"803","Sasu Salin","S. Salin","LNT",675556,17.4,17.4,0,1.3,4,"j4",14.4,20.4,12,22.8,NA,NA,NA,NA
"804","Darius Thompson","D. Thompson","BKN",911250,17.3,17.3,0,1,1.9,"j4",3.6,28.8,16,21,NA,NA,NA,NA
"805","Kyle Guy","K. Guy","JOV",471111,16.8,16.8,0,1.8,2.9,"j4",14,9,24,20.4,NA,NA,NA,NA
"806","Cory Higgins","C. Higgins","BAR",758571,16.8,16.8,0,1.1,0,"j4",16.8,NA,NA,16.8,NA,NA,NA,NA
"807","Chris Jones","C. Jones","VBC",954444,16.5,16.5,0,0.9,2.2,"j4",20,22.8,19.2,4,NA,NA,NA,NA
"808","Ethan Happ","E. Happ","BRE",952222,16.4,16.4,0,0.9,1.2,"j4",10,39.6,13.2,3,NA,NA,NA,NA
"809","Alex Renfroe","A. Renfroe","COV",815556,15.5,15.5,0,1,3.2,"j4",21.6,15.6,8,16.8,NA,NA,NA,NA
"810","Rokas Giedraitis","R. Giedraitis","BKN",606667,15.4,15.4,0,1.3,1.7,"j4",30,15.6,8,8,NA,NA,NA,NA
"811","Mario Hezonja","M. Hezonja","RMB",635556,15.3,15.3,0,1.2,1.3,"j4",20.4,31.2,1.2,8.4,NA,NA,NA,NA
"812","Jovan Novak","J. Novak","FUE",738889,15.2,15.2,0,1,12.3,"j4",16.8,14,14,16,NA,NA,NA,NA
"813","Nihad Djedovic","N. Djedovic","UNI",672222,14.7,14.7,0,1.1,2,"j4",9.6,24,19.2,6,NA,NA,NA,NA
"814","Edy Tavares","E. Tavares","RMB",828889,14.7,14.7,0,0.9,2.6,"j4",4.8,18,18,18,NA,NA,NA,NA
"815","Miquel Salvó","M. Salvó","GCA",764444,14.6,14.6,0,1,6.7,"j4",12,18,14,14.4,NA,NA,NA,NA
"816","Scott Bamforth","S. Bamforth","BRE",688889,14.6,14.6,0,1.1,1.6,"j4",3,15.6,28.8,11,NA,NA,NA,NA
"817","Christian Mekowulu","C. Mekowulu","CAZ",704444,14.5,14.5,0,1,3.1,"j4",17,10,10,21,NA,NA,NA,NA
"818","Mamadou Niang","M. Niang","COV",703576,14.2,14.2,0,1,3.6,"j4",9.6,16.8,11,19.2,NA,NA,NA,NA
"819","Jaime Fernández","J. Fernández","LNT",711111,13.8,13.8,0,1,2.6,"j4",13.2,9.6,9.6,22.8,NA,NA,NA,NA
"820","Jeff Withey","J. Withey","SBB",750000,13.7,13.7,0,0.9,1.8,"j4",20,19.2,14.4,1.2,NA,NA,NA,NA
"821","Henry Ellenson","H. Ellenson","JOV",641111,13.5,13.5,0,1.1,1,"j4",1,8,9,36,NA,NA,NA,NA
"822","Thad McFadden","T. McFadden","UCM",494444,13.5,13.5,0,1.4,1.1,"j4",2.4,5,33.6,13,NA,NA,NA,NA
"823","Nico Brussino","N. Brussino","GCA",832222,13.3,13.3,0,0.8,2.1,"j4",20.4,15.6,3,14.4,NA,NA,NA,NA
"824","Aaron Doornekamp","A. Doornekamp","LNT",514444,13.2,13.2,0,1.3,3.4,"j4",18,7.2,13.2,14.4,NA,NA,NA,NA
"825","Nemanja Nenadic","N. Nenadic","BRE",466667,13.2,13.2,0,1.4,1.9,"j4",7,16.8,6,23,NA,NA,NA,NA
"826","Tadas Sedekerskis","T. Sedekerskis","BKN",670000,13,13,0,1,2.1,"j4",14.4,21.6,4,12,NA,NA,NA,NA
"827","Álex Abrines","Á. Abrines","BAR",442000,12.9,12.9,0,1.5,2.5,"j4",16.8,12,18,4.8,NA,NA,NA,NA
"828","Artem Pustovyi","A. Pustovyi","UCM",404444,12.9,12.9,0,1.6,1.6,"j4",25.2,9,13.2,4,NA,NA,NA,NA
"829","Bojan Dubljevic","B. Dubljevic","VBC",804444,12.8,12.8,0,0.8,3.2,"j4",12,12,19.2,8,NA,NA,NA,NA
"830","Kameron Taylor","K. Taylor","GIR",698889,12.8,12.8,0,0.9,1.4,"j4",11,26,13,1,NA,NA,NA,NA
"831","Jan Vesely","J. Vesely","BAR",627778,12.6,12.6,0,1,2.4,"j4",13.2,6,20.4,10.8,NA,NA,NA,NA
"832","Nikola Kalinic","N. Kalinic","BAR",493333,12.5,12.5,0,1.3,1.4,"j4",0,25,13.2,12,NA,NA,NA,NA
"833","BJ Johnson III","B. Johnson III","BET",471111,12.4,12.4,0,1.3,2,"j4",11,9,7,22.8,NA,NA,NA,NA
"834","Marcus Lee","M. Lee","BAX",442857,12.3,12.3,0,1.4,11.2,"j4",14,12,12,11,NA,NA,NA,NA
"835","Sertaç Sanli","S. Sanli","BAR",420000,12.1,12.1,0,1.4,1.2,"j4",22.8,18,10.8,-3,NA,NA,NA,NA
"836","Travis Trice","T. Trice","UCM",790000,12.1,12.1,0,0.8,1.2,"j4",26.4,13,-1,10,NA,NA,NA,NA
"837","Guillem Vives","G. Vives","JOV",386667,12,12,0,1.6,1.4,"j4",3,6,26,13.2,NA,NA,NA,NA
"838","Fran Guerra","F. Guerra","LNT",309135,12,12,0,1.9,0,"j4",NA,12,NA,NA,NA,NA,NA,NA
"839","Marc García","M. García","FUE",347507,12,12,0,1.7,0,"j4",12,0,0,0,NA,NA,NA,NA
"840","Sergio Rodríguez","S. Rodríguez","RMB",532500,12,12,0,1.1,2.4,"j4",7.2,19.2,7.2,14.4,NA,NA,NA,NA
"841","Toni Nakic","T. Nakic","BRE",548750,11.9,11.9,0,1.1,1.4,"j4",NA,13.2,21.6,1,NA,NA,NA,NA
"842","Augusto Lima","A. Lima","UNI",425556,11.9,11.9,0,1.4,2.4,"j4",16.8,16,4.8,10,NA,NA,NA,NA
"843","Lasan Kromah","L. Kromah","FUE",577778,11.8,11.8,0,1,1.3,"j4",26.4,11,7,3,NA,NA,NA,NA
"844","John Shurna","J. Shurna","GCA",722857,11.8,11.8,0,0.8,2.4,"j4",NA,15.6,15,4.8,NA,NA,NA,NA
"845","Dusan Ristic","D. Ristic","FUE",801111,11.8,11.8,0,0.7,1.5,"j4",18,9,20,0,NA,NA,NA,NA
"846","Howard Sant-Roos","H. Sant-Roos","CAZ",655556,11.8,11.8,0,0.9,2.4,"j4",6,17,8,16,NA,NA,NA,NA
"847","Nemanja Radovic","N. Radovic","UCM",596667,11.7,11.7,0,1,1.8,"j4",12,3,10.8,21,NA,NA,NA,NA
"848","Tomas Satoransky","T. Satoransky","BAR",462222,11.7,11.7,0,1.3,1.6,"j4",15.6,1,9.6,20.4,NA,NA,NA,NA
"849","Jeremy Senglin","J. Senglin","FUE",414444,11.6,11.6,0,1.4,1.5,"j4",19.2,13,15,-1,NA,NA,NA,NA
"850","Marek Blazevic","M. Blazevic","MOB",285903,11.3,11.3,0,2,1.7,"j4",2,12,11,20.4,NA,NA,NA,NA
"851","Thomas Bropleh","T. Bropleh","COV",600875,11.3,11.3,0,0.9,1.5,"j4",4.8,15.6,21,3.6,NA,NA,NA,NA
"852","Lluis Costa","L. Costa","COV",313333,11.3,11.3,0,1.8,1.5,"j4",16.8,0,9,19.2,NA,NA,NA,NA
"853","Jared Harper","J. Harper","VBC",489494,11.2,11.2,0,1.1,0.7,"j4",NA,NA,26.4,-4,NA,NA,NA,NA
"854","Elgin Cook","E. Cook","LNT",462222,11.1,11.1,0,1.2,2.9,"j4",10.8,16.8,10.8,6,NA,NA,NA,NA
"855","Joel Parra","J. Parra","JOV",730000,10.9,10.9,0,0.7,3,"j4",10,10,7,16.8,NA,NA,NA,NA
"856","Olek Balcerowski","O. Balcerowski","GCA",587778,10.9,10.9,0,0.9,1.2,"j4",7.2,26.4,3,7.2,NA,NA,NA,NA
"857","Dylan Osetkowski","D. Osetkowski","UNI",661111,10.9,10.9,0,0.8,3.6,"j4",14.4,7,13.2,9,NA,NA,NA,NA
"858","Bruno Fitipaldo","B. Fitipaldo","LNT",336667,10.8,10.8,0,1.6,1.8,"j4",4.8,15.6,18,4.8,NA,NA,NA,NA
"859","Vincent Poirier","V. Poirier","RMB",650000,10.8,10.8,0,0.8,2.8,"j4",10.8,4.8,15.6,12,NA,NA,NA,NA
"860","Quino Colom","Q. Colom","GIR",525556,10.8,10.8,0,1,2.5,"j4",18,10,8,7,NA,NA,NA,NA
"861","Simon Birgander","S. Birgander","JOV",471111,10.7,10.7,0,1.1,2.2,"j4",10,3,14,15.6,NA,NA,NA,NA
"862","Michale Kyser","M. Kyser","SBB",696667,10.3,10.3,0,0.7,2.7,"j4",10,4.8,15.6,10.8,NA,NA,NA,NA
"863","Adam Smith","A. Smith","SBB",394444,10.3,10.3,0,1.3,0.8,"j4",1,13.2,30,-3,NA,NA,NA,NA
"864","Ferran Bassas","F. Bassas","GCA",475556,10.2,10.2,0,1.1,2.9,"j4",10.8,15.6,6,8.4,NA,NA,NA,NA
"865","Aday Mara","A. Mara","CAZ",289134,10,10,0,1.7,0,"j4",10,NA,NA,NA,NA,NA,NA,NA
"866","Marcelinho Huertas","M. Huertas","LNT",595556,9.9,9.9,0,0.8,4.3,"j4",10.8,13.2,7.2,8.4,NA,NA,NA,NA
"867","Sergio Llull","S. Llull","RMB",585000,9.9,9.9,0,0.8,2,"j4",14.4,14.4,8.4,2.4,NA,NA,NA,NA
"868","Sergi García","S. García","BRE",397778,9.8,9.8,0,1.2,2.1,"j4",12,14.4,10.8,2,NA,NA,NA,NA
"869","Pere Tomàs","P. Tomàs","COV",278889,9.7,9.7,0,1.7,1.8,"j4",16.8,6,3,13.2,NA,NA,NA,NA
"870","Tim Abromaitis","T. Abromaitis","LNT",388889,9.6,9.6,0,1.2,2.5,"j4",3.6,14.4,10.8,9.6,NA,NA,NA,NA
"871","Nico Laprovittola","N. Laprovittola","BAR",645000,9.5,9.5,0,0.7,3.1,"j4",13.2,7,12,6,NA,NA,NA,NA
"872","Juampi Vaulet","J. Vaulet","BAX",455556,9.5,9.5,0,1,2.4,"j4",13,10,12,3,NA,NA,NA,NA
"873","Dusan Miletic","D. Miletic","GIR",454444,9.3,9.3,0,1,2.4,"j4",4,15,9,9,NA,NA,NA,NA
"874","Justinian Jessup","J. Jessup","CAZ",595677,9.3,9.3,0,0.8,3.1,"j4",14,8,9,6,NA,NA,NA,NA
"875","Santi Yusta","S. Yusta","CAZ",487778,9.3,9.3,0,0.9,1.8,"j4",18,7,6,6,NA,NA,NA,NA
"876","Bassala Bagayoko","B. Bagayoko","FUE",372403,9.2,9.2,0,1.2,1.5,"j4",16.8,13,5,2,NA,NA,NA,NA
"877","Denzel Andersson","D. Andersson","SBB",405556,9,9,0,1.1,3.3,"j4",11,4.8,8.4,12,NA,NA,NA,NA
"878","James Nnaji","J. Nnaji","BAR",266002,9,9,0,1.7,1.7,"j4",NA,NA,3.6,14.4,NA,NA,NA,NA
"879","Steven Enoch","S. Enoch","BKN",466512,8.9,8.9,0,1,2.2,"j4",NA,4.8,13,NA,NA,NA,NA,NA
"880","Oscar Da Silva","O. Da Silva","BAR",587778,8.8,8.8,0,0.8,1.6,"j4",18,3,7.2,7.2,NA,NA,NA,NA
"881","Giordano Bortolani","G. Bortolani","BAX",342857,8.8,8.8,0,1.3,3,"j4",9,4,12,10,NA,NA,NA,NA
"882","Sadiel Rojas","S. Rojas","UCM",353899,8.6,8.6,0,1.2,0.8,"j4",19.2,NA,NA,-2,NA,NA,NA,NA
"883","Francis Alonso","F. Alonso","SBB",358889,8.6,8.6,0,1.2,0.9,"j4",-3,21.6,3.6,12,NA,NA,NA,NA
"884","Nikola Radicevic","N. Radicevic","SBB",368333,8.4,8.4,0,1.1,3.1,"j4",7,9.6,4.8,12,NA,NA,NA,NA
"885","Vanja Marinkovic","V. Marinkovic","BKN",331250,8.2,8.2,0,1.2,2.5,"j4",4.8,12,11,5,NA,NA,NA,NA
"886","Tyson Carter","T. Carter","UNI",4e+05,8,8,0,1,0.9,"j4",21.6,4,7.2,-1,NA,NA,NA,NA
"887","Prince Ali","P. Ali","COV",440000,7.9,7.9,0,0.9,0.8,"j4",7.2,24,-3,3.6,NA,NA,NA,NA
"888","Gabriel Deck","G. Deck","RMB",593333,7.9,7.9,0,0.7,1,"j4",13.2,-3,16.8,4.8,NA,NA,NA,NA
"889","Volodymyr Gerun","V. Gerun","BET",390000,7.9,7.9,0,1,2,"j4",9,14,5,3.6,NA,NA,NA,NA
"890","Leo Westermann","L. Westermann","MOB",379500,7.8,7.8,0,1,2.4,"j4",6,4.8,7,13.2,NA,NA,NA,NA
"891","Iván Cruz","I. Cruz","LNT",314755,7.6,7.6,0,1.2,1.1,"j4",-1,2.4,15.6,13.2,NA,NA,NA,NA
"892","Andres Feliz","A. Feliz","JOV",557342,7.5,7.5,0,0.7,1.3,"j4",16,8,1,4.8,NA,NA,NA,NA
"893","James Anderson","J. Anderson","UCM",381372,7.4,7.4,0,1,2.2,"j4",NA,4,10.8,NA,NA,NA,NA,NA
"894","Andrew Albicy","A. Albicy","GCA",427500,7.2,7.2,0,0.8,1.4,"j4",NA,12,0,9.6,NA,NA,NA,NA
"895","Niels Giffey","N. Giffey","UCM",252500,7.2,7.2,0,1.4,0,"j4",7.2,0,0,0,NA,NA,NA,NA
"896","Vitor Benite","V. Benite","GCA",195000,7.2,7.2,0,1.8,0,"j4",7.2,NA,NA,NA,NA,NA,NA,NA
"897","Marcel Ponitka","M. Ponitka","CAZ",370300,7,7,0,0.9,4.9,"j4",9,5,7,7,NA,NA,NA,NA
"898","Rodions Kurucs","R. Kurucs","BET",192500,7,7,0,1.8,1.4,"j4",10,0,13,4.8,NA,NA,NA,NA
"899","David Walker","D. Walker","MOB",312222,6.9,6.9,0,1.1,1.5,"j4",6,12,0,9.6,NA,NA,NA,NA
"900","Darío Brizuela","D. Brizuela","UNI",324444,6.9,6.9,0,1.1,1.1,"j4",3.6,7,0,17,NA,NA,NA,NA
"901","Jeremiah Hill","J. Hill","BET",397778,6.9,6.9,0,0.9,1,"j4",0,5,19,3.6,NA,NA,NA,NA
"902","Alberto Díaz","A. Díaz","UNI",465556,6.9,6.9,0,0.7,2.8,"j4",4.8,4,9.6,9,NA,NA,NA,NA
"903","Xavi Rabaseda","X. Rabaseda","SBB",374444,6.7,6.7,0,0.9,1.5,"j4",10,12,1.2,3.6,NA,NA,NA,NA
"904","Justin Hamilton","J. Hamilton","BAX",403750,6.7,6.7,0,0.8,0.8,"j4",NA,1,18,1,NA,NA,NA,NA
"905","Moussa Diagne","M. Diagne","LNT",362222,6.6,6.6,0,0.9,1.5,"j4",2.4,9.6,12,2.4,NA,NA,NA,NA
"906","Georgios Tsalmpouris","G. Tsalmpouris","BET",418241,6.5,6.5,0,0.8,1.4,"j4",7,8,-1,12,NA,NA,NA,NA
"907","Khalifa Diop","K. Diop","GCA",302222,6.5,6.5,0,1.1,1.7,"j4",8.4,9.6,8,0,NA,NA,NA,NA
"908","Musa Sagnia","M. Sagnia","BAX",289134,10,6.5,0,1.7,1.9,"j4",10,3,NA,NA,NA,NA,NA,NA
"909","Phil Scrubb","P. Scrubb","MOB",517778,6.5,6.5,0,0.6,0.9,"j4",-3,6,5,18,NA,NA,NA,NA
"910","Amar Sylla","A. Sylla","BET",321111,6.5,6.5,0,1,1.1,"j4",1,16,4,4.8,NA,NA,NA,NA
"911","David Kravish","D. Kravish","UNI",448889,6.5,6.5,0,0.7,5.4,"j4",6,7,4.8,8,NA,NA,NA,NA
"912","Oriol Paulí","O. Paulí","BAR",352222,6.3,6.3,0,0.9,1.4,"j4",4.8,0,8.4,12,NA,NA,NA,NA
"913","Daulton Hommes","D. Hommes","BKN",530643,6.3,6.3,0,0.6,0.9,"j4",10.8,13.2,-5,6,NA,NA,NA,NA
"914","Arturs Kurucs","A. Kurucs","BKN",300643,6.2,6.2,0,1,0.9,"j4",7.2,16.8,4,-3,NA,NA,NA,NA
"915","Maik Kotsar","M. Kotsar","BKN",570176,6,6,0,0.5,1.3,"j4",13.2,0,5,6,NA,NA,NA,NA
"916","Hugo González","H. González","RMB",126500,0,6,0,0,0,"j4",NA,0,6,NA,NA,NA,NA,NA
"917","Marcis Steinbergs","M. Steinbergs","BAX",226250,6,6,0,1.3,1,"j4",2,11,-2,13,NA,NA,NA,NA
"918","Tyson Pérez","T. Pérez","BAX",258750,6,6,0,1.2,0.6,"j4",9,NA,-7,16,NA,NA,NA,NA
"919","Will Thomas","W. Thomas","UNI",302222,5.9,5.9,0,1,1.9,"j4",3.6,3,10.8,6,NA,NA,NA,NA
"920","Marko Lukovic","M. Lukovic","BRE",336375,5.8,5.8,0,0.9,2.6,"j4",7,7.2,7.2,2,NA,NA,NA,NA
"921","Emir Sulejmanovic","E. Sulejmanovic","SBB",345556,5.6,5.6,0,0.8,1.1,"j4",2,4.8,1.2,14.4,NA,NA,NA,NA
"922","Marcus Paige","M. Paige","MOB",193899,5.5,5.5,0,1.4,0.8,"j4",NA,12,-4,8.4,NA,NA,NA,NA
"923","Dani Pérez","D. Pérez","BAX",298889,5.5,5.5,0,0.9,1.5,"j4",6,1,10.8,4,NA,NA,NA,NA
"924","AJ Slaughter","A. Slaughter","GCA",350750,5.4,5.4,0,0.8,0.5,"j4",3.6,1.2,-6,22.8,NA,NA,NA,NA
"925","Xabi López-Arostegui","X. López-Arostegui","VBC",350353,5.4,5.4,0,0.8,2.2,"j4",9,6,2.4,4,NA,NA,NA,NA
"926","Brancou Badio","B. Badio","BAX",280000,5.2,5.2,0,0.9,0.9,"j4",-3,10,10.8,3,NA,NA,NA,NA
"927","Josep Puerto","J. Puerto","VBC",248750,5.2,5.2,0,1,2.5,"j4",6,2.4,7.2,NA,NA,NA,NA,NA
"928","Melvin Ejim","M. Ejim","UNI",382813,5.1,5.1,0,0.7,2.6,"j4",3.6,3,6,8,NA,NA,NA,NA
"929","Markus Howard","M. Howard","BKN",325000,5.1,5.1,0,0.8,0.8,"j4",6,14.4,-3,3,NA,NA,NA,NA
"930","Eric Vila","E. Vila","GIR",265556,5,5,0,0.9,1.4,"j4",0,6,4,10,NA,NA,NA,NA
"931","Jaime Pradilla","J. Pradilla","VBC",221111,5,5,0,1.1,0.9,"j4",4,-3,6,13,NA,NA,NA,NA
"932","Jarrod Jones","J. Jones","JOV",317810,5,5,0,0.8,0,"j4",5,0,0,0,NA,NA,NA,NA
"933","Christian Díaz","C. Díaz","COV",225556,4.9,4.9,0,1.1,0.8,"j4",3.6,1.2,-1,15.6,NA,NA,NA,NA
"934","James Webb III","J. Webb III","VBC",348833,4.8,4.8,0,0.7,0,"j4",NA,4.8,NA,NA,NA,NA,NA,NA
"935","Álvaro Muñoz","Á. Muñoz","MOB",165313,4.7,4.7,0,1.4,1.4,"j4",8,NA,0,6,NA,NA,NA,NA
"936","Justus Hollatz","J. Hollatz","BRE",322222,4.6,4.6,0,0.7,1.8,"j4",4,8.4,1.2,5,NA,NA,NA,NA
